date,product_id,store_id,price,promotion,stock_level,units_sold
2022-12-30,Product_A,Store_2,21.71,0,146,67
2022-12-31,Product_A,Store_2,19.42,0,29,60
2023-01-01,Product_A,Store_2,25.04,0,125,85
2023-01-02,Product_A,Store_2,25.71,0,69,71
2023-01-03,Product_A,Store_2,28.3,0,154,73
2023-01-04,Product_A,Store_2,28.25,0,141,46
2023-01-05,Product_A,Store_2,18.67,0,29,64
2023-01-06,Product_A,Store_2,13.21,0,235,92
2023-01-07,Product_A,Store_2,9.65,0,76,87
2023-01-08,Product_A,Store_2,19.11,0,199,76
2023-01-09,Product_A,Store_2,18.26,0,42,63
2023-01-10,Product_A,Store_2,26.57,0,37,68
2023-01-11,Product_A,Store_2,8.88,0,54,64
2023-01-12,Product_A,Store_2,10.35,1,191,94
2023-01-13,Product_A,Store_2,24.87,0,158,59
2023-01-14,Product_A,Store_2,23.42,1,87,133
2023-01-15,Product_A,Store_2,18.02,0,38,96
2023-01-16,Product_A,Store_2,9.24,0,155,76
2023-01-17,Product_A,Store_2,11.62,0,201,69
2023-01-18,Product_A,Store_2,10.25,0,95,73
2023-01-19,Product_A,Store_2,19.72,1,248,104
2023-01-20,Product_A,Store_2,8.77,0,207,68
2023-01-21,Product_A,Store_2,27.36,0,24,97
2023-01-22,Product_A,Store_2,26.59,0,146,79
2023-01-23,Product_A,Store_2,22.88,0,162,62
2023-01-24,Product_A,Store_2,23.31,0,208,61
2023-01-25,Product_A,Store_2,17.91,0,238,69
2023-01-26,Product_A,Store_2,24.92,0,87,71
2023-01-27,Product_A,Store_2,8.46,0,172,71
2023-01-28,Product_A,Store_2,9.91,0,31,91
2023-01-29,Product_A,Store_2,26.25,0,216,91
2023-01-30,Product_A,Store_2,28.64,1,87,118
2023-01-31,Product_A,Store_2,23.42,0,219,90
2023-02-01,Product_A,Store_2,13.33,1,29,97
2023-02-02,Product_A,Store_2,28.21,0,99,60
2023-02-03,Product_A,Store_2,21.84,0,28,62
2023-02-04,Product_A,Store_2,24.3,1,82,124
2023-02-05,Product_A,Store_2,21.38,0,192,86
2023-02-06,Product_A,Store_2,13.02,0,95,92
2023-02-07,Product_A,Store_2,15.81,0,131,65
2023-02-08,Product_A,Store_2,20.83,1,189,120
2023-02-09,Product_A,Store_2,17.23,0,196,95
2023-02-10,Product_A,Store_2,19.1,0,149,89
2023-02-11,Product_A,Store_2,16.1,1,187,150
2023-02-12,Product_A,Store_2,26.85,0,196,95
2023-02-13,Product_A,Store_2,17.76,0,227,97
2023-02-14,Product_A,Store_2,29.27,0,233,83
2023-02-15,Product_A,Store_2,27.31,0,178,58
2023-02-16,Product_A,Store_2,9.2,0,175,93
2023-02-17,Product_A,Store_2,26.87,0,177,78
2023-02-18,Product_A,Store_2,10.84,0,119,77
2023-02-19,Product_A,Store_2,11.66,0,87,81
2023-02-20,Product_A,Store_2,15.55,0,29,80
2023-02-21,Product_A,Store_2,13.6,0,238,81
2023-02-22,Product_A,Store_2,10.13,1,111,115
2023-02-23,Product_A,Store_2,21.33,1,185,114
2023-02-24,Product_A,Store_2,25.24,0,180,71
2023-02-25,Product_A,Store_2,29.71,0,127,111
2023-02-26,Product_A,Store_2,28.0,0,90,101
2023-02-27,Product_A,Store_2,13.78,0,40,92
2023-02-28,Product_A,Store_2,28.95,0,38,84
2023-03-01,Product_A,Store_2,16.63,0,59,95
2023-03-02,Product_A,Store_2,9.41,0,231,87
2023-03-03,Product_A,Store_2,20.56,0,106,82
2023-03-04,Product_A,Store_2,28.63,0,154,103
2023-03-05,Product_A,Store_2,24.47,0,88,118
2023-03-06,Product_A,Store_2,19.73,1,55,113
2023-03-07,Product_A,Store_2,13.0,0,70,109
2023-03-08,Product_A,Store_2,19.33,0,76,84
2023-03-09,Product_A,Store_2,11.75,0,228,97
2023-03-10,Product_A,Store_2,17.5,1,34,129
2023-03-11,Product_A,Store_2,25.82,0,84,81
2023-03-12,Product_A,Store_2,13.19,0,142,109
2023-03-13,Product_A,Store_2,29.27,0,46,56
2023-03-14,Product_A,Store_2,27.2,0,101,91
2023-03-15,Product_A,Store_2,10.03,1,57,127
2023-03-16,Product_A,Store_2,27.08,0,219,99
2023-03-17,Product_A,Store_2,23.18,1,186,147
2023-03-18,Product_A,Store_2,27.56,1,213,173
2023-03-19,Product_A,Store_2,13.07,0,74,95
2023-03-20,Product_A,Store_2,11.06,0,154,82
2023-03-21,Product_A,Store_2,8.15,0,143,86
2023-03-22,Product_A,Store_2,25.15,1,226,124
2023-03-23,Product_A,Store_2,23.75,0,138,93
2023-03-24,Product_A,Store_2,29.7,0,198,75
2023-03-25,Product_A,Store_2,10.94,0,93,86
2023-03-26,Product_A,Store_2,18.64,0,164,99
2023-03-27,Product_A,Store_2,13.25,0,153,82
2023-03-28,Product_A,Store_2,23.49,0,238,79
2023-03-29,Product_A,Store_2,29.0,0,22,89
2023-03-30,Product_A,Store_2,9.5,0,73,85
2023-03-31,Product_A,Store_2,26.59,0,174,91
2023-04-01,Product_A,Store_2,14.88,0,118,105
2023-04-02,Product_A,Store_2,15.25,0,190,101
2023-04-03,Product_A,Store_2,14.69,1,202,126
2023-04-04,Product_A,Store_2,29.72,1,60,126
2023-04-05,Product_A,Store_2,19.69,0,221,97
2023-04-06,Product_A,Store_2,8.05,0,139,104
2023-04-07,Product_A,Store_2,23.89,0,136,68
2023-04-08,Product_A,Store_2,17.88,0,85,97
2023-04-09,Product_A,Store_2,22.35,1,245,151
2023-04-10,Product_A,Store_2,18.01,0,89,68
2023-04-11,Product_A,Store_2,21.66,0,185,91
2023-04-12,Product_A,Store_2,8.85,0,91,76
2023-04-13,Product_A,Store_2,18.08,0,152,106
2023-04-14,Product_A,Store_2,13.83,0,142,67
2023-04-15,Product_A,Store_2,12.85,0,35,100
2023-04-16,Product_A,Store_2,22.67,0,227,131
2023-04-17,Product_A,Store_2,27.1,0,64,71
2023-04-18,Product_A,Store_2,12.84,0,26,95
2023-04-19,Product_A,Store_2,16.51,0,239,70
2023-04-20,Product_A,Store_2,20.59,0,83,90
2023-04-21,Product_A,Store_2,29.95,0,22,55
2023-04-22,Product_A,Store_2,26.4,0,242,111
2023-04-23,Product_A,Store_2,9.44,0,222,109
2023-04-24,Product_A,Store_2,13.61,0,148,114
2023-04-25,Product_A,Store_2,20.94,1,210,152
2023-04-26,Product_A,Store_2,26.15,0,28,86
2023-04-27,Product_A,Store_2,28.43,0,29,78
2023-04-28,Product_A,Store_2,29.4,0,196,77
2023-04-29,Product_A,Store_2,15.82,1,208,123
2023-04-30,Product_A,Store_2,14.94,0,34,89
2023-05-01,Product_A,Store_2,8.26,0,22,93
2023-05-02,Product_A,Store_2,24.21,1,109,144
2023-05-03,Product_A,Store_2,26.45,0,158,83
2023-05-04,Product_A,Store_2,10.24,0,134,70
2023-05-05,Product_A,Store_2,24.72,0,39,85
2023-05-06,Product_A,Store_2,20.82,0,113,102
2023-05-07,Product_A,Store_2,24.0,0,55,120
2023-05-08,Product_A,Store_2,26.49,0,99,84
2023-05-09,Product_A,Store_2,12.46,0,136,76
2023-05-10,Product_A,Store_2,13.73,0,239,81
2023-05-11,Product_A,Store_2,23.11,0,61,87
2023-05-12,Product_A,Store_2,14.73,0,92,91
2023-05-13,Product_A,Store_2,9.7,1,189,105
2023-05-14,Product_A,Store_2,25.09,0,77,80
2023-05-15,Product_A,Store_2,25.8,0,169,90
2023-05-16,Product_A,Store_2,8.42,0,148,80
2023-05-17,Product_A,Store_2,12.62,0,22,83
2023-05-18,Product_A,Store_2,9.06,0,96,86
2023-05-19,Product_A,Store_2,24.7,0,47,67
2023-05-20,Product_A,Store_2,13.12,0,163,99
2023-05-21,Product_A,Store_2,21.06,0,98,85
2023-05-22,Product_A,Store_2,29.65,0,229,57
2023-05-23,Product_A,Store_2,26.33,1,58,109
2023-05-24,Product_A,Store_2,28.84,1,21,102
2023-05-25,Product_A,Store_2,12.91,1,39,107
2023-05-26,Product_A,Store_2,18.32,0,54,79
2023-05-27,Product_A,Store_2,11.17,0,236,79
2023-05-28,Product_A,Store_2,10.87,0,126,88
2023-05-29,Product_A,Store_2,10.15,0,183,81
2023-05-30,Product_A,Store_2,19.82,0,40,90
2023-05-31,Product_A,Store_2,8.39,0,48,64
2023-06-01,Product_A,Store_2,11.09,0,242,81
2023-06-02,Product_A,Store_2,12.04,1,195,104
2023-06-03,Product_A,Store_2,10.35,0,230,98
2023-06-04,Product_A,Store_2,16.42,1,159,121
2023-06-05,Product_A,Store_2,24.77,0,125,57
2023-06-06,Product_A,Store_2,28.96,0,125,69
2023-06-07,Product_A,Store_2,13.97,0,48,85
2023-06-08,Product_A,Store_2,15.69,0,153,73
2023-06-09,Product_A,Store_2,18.07,0,196,62
2023-06-10,Product_A,Store_2,28.58,0,150,99
2023-06-11,Product_A,Store_2,29.99,0,249,96
2023-06-12,Product_A,Store_2,22.94,0,71,67
2023-06-13,Product_A,Store_2,29.5,1,156,122
2023-06-14,Product_A,Store_2,14.59,0,49,75
2023-06-15,Product_A,Store_2,9.94,0,173,67
2023-06-16,Product_A,Store_2,21.85,0,44,83
2023-06-17,Product_A,Store_2,9.25,0,83,83
2023-06-18,Product_A,Store_2,13.36,0,96,84
2023-06-19,Product_A,Store_2,15.95,0,248,63
2023-06-20,Product_A,Store_2,20.81,0,86,76
2023-06-21,Product_A,Store_2,15.58,1,207,125
2023-06-22,Product_A,Store_2,17.04,0,213,73
2023-06-23,Product_A,Store_2,10.06,0,65,58
2023-06-24,Product_A,Store_2,12.65,0,144,81
2023-06-25,Product_A,Store_2,22.62,0,94,90
2023-06-26,Product_A,Store_2,23.18,0,174,60
2023-06-27,Product_A,Store_2,12.39,0,176,78
2023-06-28,Product_A,Store_2,17.74,0,230,41
2023-06-29,Product_A,Store_2,12.64,0,152,71
2023-06-30,Product_A,Store_2,20.72,0,152,79
2023-07-01,Product_A,Store_2,9.16,0,37,82
2023-07-02,Product_A,Store_2,28.06,0,224,76
2023-07-03,Product_A,Store_2,14.4,1,153,100
2023-07-04,Product_A,Store_2,8.02,0,165,64
2023-07-05,Product_A,Store_2,12.79,0,205,58
2023-07-06,Product_A,Store_2,18.19,1,45,108
2023-07-07,Product_A,Store_2,18.04,0,123,72
2023-07-08,Product_A,Store_2,18.09,0,157,82
2023-07-09,Product_A,Store_2,28.38,0,70,76
2023-07-10,Product_A,Store_2,19.38,1,139,106
2023-07-11,Product_A,Store_2,13.4,1,113,106
2023-07-12,Product_A,Store_2,22.82,0,82,52
2023-07-13,Product_A,Store_2,13.46,0,195,60
2023-07-14,Product_A,Store_2,24.12,0,77,56
2023-07-15,Product_A,Store_2,12.55,0,62,73
2023-07-16,Product_A,Store_2,15.51,0,21,78
2023-07-17,Product_A,Store_2,11.23,0,214,71
2023-07-18,Product_A,Store_2,8.69,0,200,66
2023-07-19,Product_A,Store_2,10.95,0,84,63
2023-07-20,Product_A,Store_2,19.45,0,63,68
2023-07-21,Product_A,Store_2,25.71,0,177,54
2023-07-22,Product_A,Store_2,28.95,0,118,80
2023-07-23,Product_A,Store_2,22.19,0,184,98
2023-07-24,Product_A,Store_2,19.06,1,140,121
2023-07-25,Product_A,Store_2,26.1,0,152,60
2023-07-26,Product_A,Store_2,18.11,1,80,103
2023-07-27,Product_A,Store_2,18.68,0,86,74
2023-07-28,Product_A,Store_2,27.19,0,159,58
2023-07-29,Product_A,Store_2,21.79,0,224,64
2023-07-30,Product_A,Store_2,21.69,0,231,72
2023-07-31,Product_A,Store_2,19.46,0,231,63
2023-08-01,Product_A,Store_2,14.53,0,58,60
2023-08-02,Product_A,Store_2,17.85,1,234,106
2023-08-03,Product_A,Store_2,29.14,0,243,56
2023-08-04,Product_A,Store_2,15.04,0,93,53
2023-08-05,Product_A,Store_2,27.07,1,109,102
2023-08-06,Product_A,Store_2,17.97,0,33,60
2023-08-07,Product_A,Store_2,25.92,0,164,53
2023-08-08,Product_A,Store_2,20.86,0,200,59
2023-08-09,Product_A,Store_2,25.72,0,209,32
2023-08-10,Product_A,Store_2,28.56,0,201,75
2023-08-11,Product_A,Store_2,27.98,0,139,67
2023-08-12,Product_A,Store_2,25.01,0,30,72
2023-08-13,Product_A,Store_2,11.75,0,241,68
2023-08-14,Product_A,Store_2,14.39,0,31,60
2023-08-15,Product_A,Store_2,29.24,0,247,56
2023-08-16,Product_A,Store_2,24.71,0,85,50
2023-08-17,Product_A,Store_2,17.22,0,217,36
2023-08-18,Product_A,Store_2,26.0,0,201,41
2023-08-19,Product_A,Store_2,15.02,0,242,90
2023-08-20,Product_A,Store_2,9.8,0,43,66
2023-08-21,Product_A,Store_2,16.28,1,51,84
2023-08-22,Product_A,Store_2,17.98,0,91,51
2023-08-23,Product_A,Store_2,9.14,0,72,59
2023-08-24,Product_A,Store_2,19.21,0,106,56
2023-08-25,Product_A,Store_2,14.26,0,120,56
2023-08-26,Product_A,Store_2,8.4,0,34,57
2023-08-27,Product_A,Store_2,28.53,0,42,65
2023-08-28,Product_A,Store_2,24.29,0,158,53
2023-08-29,Product_A,Store_2,18.72,0,246,49
2023-08-30,Product_A,Store_2,9.11,1,97,91
2023-08-31,Product_A,Store_2,8.71,0,40,72
2023-09-01,Product_A,Store_2,11.41,0,243,50
2023-09-02,Product_A,Store_2,27.55,0,239,62
2023-09-03,Product_A,Store_2,22.29,0,165,67
2023-09-04,Product_A,Store_2,26.4,0,245,34
2023-09-05,Product_A,Store_2,12.35,1,21,69
2023-09-06,Product_A,Store_2,12.62,0,154,50
2023-09-07,Product_A,Store_2,10.98,0,101,41
2023-09-08,Product_A,Store_2,12.38,0,187,57
2023-09-09,Product_A,Store_2,28.25,1,95,83
2023-09-10,Product_A,Store_2,21.44,0,218,66
2023-09-11,Product_A,Store_2,24.88,0,61,30
2023-09-12,Product_A,Store_2,14.94,0,239,49
2023-09-13,Product_A,Store_2,19.44,0,82,44
2023-09-14,Product_A,Store_2,25.57,0,146,42
2023-09-15,Product_A,Store_2,21.82,0,249,39
2023-09-16,Product_A,Store_2,15.81,1,172,96
2023-09-17,Product_A,Store_2,16.44,0,167,62
2023-09-18,Product_A,Store_2,17.23,0,234,45
2023-09-19,Product_A,Store_2,24.29,1,67,73
2023-09-20,Product_A,Store_2,23.84,0,127,37
2023-09-21,Product_A,Store_2,8.4,0,210,41
2023-09-22,Product_A,Store_2,21.63,0,232,36
2023-09-23,Product_A,Store_2,26.73,0,22,58
2023-09-24,Product_A,Store_2,26.54,0,21,58
2023-09-25,Product_A,Store_2,22.04,0,241,43
2023-09-26,Product_A,Store_2,17.96,0,221,40
2023-09-27,Product_A,Store_2,26.56,0,146,39
2023-09-28,Product_A,Store_2,19.2,0,20,33
2023-09-29,Product_A,Store_2,10.25,0,27,35
2023-09-30,Product_A,Store_2,14.66,1,106,112
2023-10-01,Product_A,Store_2,22.79,0,193,50
2023-10-02,Product_A,Store_2,25.22,0,27,56
2023-10-03,Product_A,Store_2,17.75,0,238,40
2023-10-04,Product_A,Store_2,19.57,0,146,59
2023-10-05,Product_A,Store_2,12.28,0,224,35
2023-10-06,Product_A,Store_2,9.86,0,25,33
2023-10-07,Product_A,Store_2,9.79,0,29,40
2023-10-08,Product_A,Store_2,23.02,0,157,68
2023-10-09,Product_A,Store_2,19.19,0,237,49
2023-10-10,Product_A,Store_2,17.12,0,137,64
2023-10-11,Product_A,Store_2,22.78,0,121,39
2023-10-12,Product_A,Store_2,26.16,0,154,49
2023-10-13,Product_A,Store_2,29.99,0,122,36
2023-10-14,Product_A,Store_2,28.26,0,109,71
2023-10-15,Product_A,Store_2,9.43,0,171,63
2023-10-16,Product_A,Store_2,18.34,1,112,72
2023-10-17,Product_A,Store_2,9.32,0,189,47
2023-10-18,Product_A,Store_2,12.24,0,243,70
2023-10-19,Product_A,Store_2,20.79,1,248,111
2023-10-20,Product_A,Store_2,11.82,1,62,73
2023-10-21,Product_A,Store_2,19.18,0,81,65
2023-10-22,Product_A,Store_2,26.33,0,105,67
2023-10-23,Product_A,Store_2,11.09,0,223,55
2023-10-24,Product_A,Store_2,15.25,0,170,61
2023-10-25,Product_A,Store_2,22.53,1,139,101
2023-10-26,Product_A,Store_2,17.1,0,112,49
2023-10-27,Product_A,Store_2,12.17,1,98,87
2023-10-28,Product_A,Store_2,25.05,0,122,57
2023-10-29,Product_A,Store_2,11.02,0,245,69
2023-10-30,Product_A,Store_2,28.85,0,155,45
2023-10-31,Product_A,Store_2,13.55,0,140,54
2023-11-01,Product_A,Store_2,21.59,0,167,41
2023-11-02,Product_A,Store_2,13.55,0,39,59
2023-11-03,Product_A,Store_2,11.17,0,181,59
2023-11-04,Product_A,Store_2,21.29,1,218,106
2023-11-05,Product_A,Store_2,27.95,0,154,59
2023-11-06,Product_A,Store_2,29.6,0,147,57
2023-11-07,Product_A,Store_2,28.86,0,118,39
2023-11-08,Product_A,Store_2,13.75,0,196,46
2023-11-09,Product_A,Store_2,12.83,0,30,60
2023-11-10,Product_A,Store_2,19.88,0,223,57
2023-11-11,Product_A,Store_2,21.86,0,200,79
2023-11-12,Product_A,Store_2,26.41,0,196,65
2023-11-13,Product_A,Store_2,23.53,0,74,34
2023-11-14,Product_A,Store_2,17.05,0,154,61
2023-11-15,Product_A,Store_2,29.19,0,90,50
2023-11-16,Product_A,Store_2,28.13,0,42,58
2023-11-17,Product_A,Store_2,9.15,0,99,59
2023-11-18,Product_A,Store_2,13.12,1,160,121
2023-11-19,Product_A,Store_2,29.58,0,94,82
2023-11-20,Product_A,Store_2,12.11,0,96,59
2023-11-21,Product_A,Store_2,8.55,1,38,87
2023-11-22,Product_A,Store_2,27.84,0,235,55
2023-11-23,Product_A,Store_2,9.66,0,122,66
2023-11-24,Product_A,Store_2,21.72,1,89,103
2023-11-25,Product_A,Store_2,15.4,0,49,66
2023-11-26,Product_A,Store_2,13.29,0,29,80
2023-11-27,Product_A,Store_2,14.98,0,120,67
2023-11-28,Product_A,Store_2,16.06,0,202,63
2023-11-29,Product_A,Store_2,29.01,0,72,65
2023-11-30,Product_A,Store_2,12.18,0,25,72
2023-12-01,Product_A,Store_2,22.43,0,108,47
2023-12-02,Product_A,Store_2,13.96,0,239,76
2023-12-03,Product_A,Store_2,27.4,1,116,96
2023-12-04,Product_A,Store_2,17.03,1,110,100
2023-12-05,Product_A,Store_2,12.2,0,174,51
2023-12-06,Product_A,Store_2,26.8,0,113,48
2023-12-07,Product_A,Store_2,8.64,0,191,42
2023-12-08,Product_A,Store_2,28.78,1,211,113
2023-12-09,Product_A,Store_2,10.57,0,126,53
2023-12-10,Product_A,Store_2,27.13,0,205,72
2023-12-11,Product_A,Store_2,8.8,0,153,63
2023-12-12,Product_A,Store_2,12.42,0,235,44
2023-12-13,Product_A,Store_2,18.67,0,125,78
2023-12-14,Product_A,Store_2,15.6,0,58,56
2023-12-15,Product_A,Store_2,11.04,0,52,58
2023-12-16,Product_A,Store_2,13.63,1,29,141
2023-12-17,Product_A,Store_2,12.99,0,62,67
2023-12-18,Product_A,Store_2,13.79,0,111,61
2023-12-19,Product_A,Store_2,12.36,1,101,79
2023-12-20,Product_A,Store_2,19.47,0,90,81
2023-12-21,Product_A,Store_2,14.52,0,53,47
2023-12-22,Product_A,Store_2,27.66,0,107,75
2023-12-23,Product_A,Store_2,24.38,0,101,70
2023-12-24,Product_A,Store_2,8.92,0,207,87
2023-12-25,Product_A,Store_2,21.36,0,224,67
2023-12-26,Product_A,Store_2,8.39,0,48,67
2023-12-27,Product_A,Store_2,14.54,0,48,70
2023-12-28,Product_A,Store_2,22.89,0,113,58
2023-12-29,Product_A,Store_2,23.83,0,148,72
2023-12-30,Product_A,Store_2,25.57,0,103,91
2023-12-31,Product_A,Store_2,13.0,0,64,78
2022-01-01,Product_B,Store_1,8.28,0,153,118
2022-01-02,Product_B,Store_1,18.31,0,35,119
2022-01-03,Product_B,Store_1,8.77,0,211,111
2022-01-04,Product_B,Store_1,9.97,0,180,113
2022-01-05,Product_B,Store_1,22.62,1,96,136
2022-01-06,Product_B,Store_1,27.55,1,107,143
2022-01-07,Product_B,Store_1,22.06,1,144,168
2022-01-08,Product_B,Store_1,17.55,0,130,131
2022-01-09,Product_B,Store_1,14.69,1,90,154
2022-01-10,Product_B,Store_1,11.86,0,153,93
2022-01-11,Product_B,Store_1,11.51,0,89,100
2022-01-12,Product_B,Store_1,25.44,0,112,101
2022-01-13,Product_B,Store_1,15.22,0,67,115
2022-01-14,Product_B,Store_1,21.99,0,233,108
2022-01-15,Product_B,Store_1,11.04,0,20,135
2022-01-16,Product_B,Store_1,21.18,0,207,110
2022-01-17,Product_B,Store_1,17.03,0,29,114
2022-01-18,Product_B,Store_1,10.34,0,152,124
2022-01-19,Product_B,Store_1,10.16,0,132,113
2022-01-20,Product_B,Store_1,10.43,0,61,115
2022-01-21,Product_B,Store_1,11.95,0,217,116
2022-01-22,Product_B,Store_1,22.66,0,67,142
2022-01-23,Product_B,Store_1,28.59,0,150,130
2022-01-24,Product_B,Store_1,25.6,0,53,108
2022-01-25,Product_B,Store_1,9.32,1,51,156
2022-01-26,Product_B,Store_1,29.17,0,91,123
2022-01-27,Product_B,Store_1,28.57,1,88,132
2022-01-28,Product_B,Store_1,21.62,0,136,106
2022-01-29,Product_B,Store_1,21.18,0,97,118
2022-01-30,Product_B,Store_1,27.99,1,198,168
2022-01-31,Product_B,Store_1,28.01,0,147,103
2022-02-01,Product_B,Store_1,27.2,0,178,125
2022-02-02,Product_B,Store_1,11.95,0,163,109
2022-02-03,Product_B,Store_1,19.07,0,224,102
2022-02-04,Product_B,Store_1,17.56,0,213,127
2022-02-05,Product_B,Store_1,23.49,0,184,129
2022-02-06,Product_B,Store_1,28.75,0,94,130
2022-02-07,Product_B,Store_1,15.88,1,227,130
2022-02-08,Product_B,Store_1,28.46,0,33,128
2022-02-09,Product_B,Store_1,25.75,0,189,119
2022-02-10,Product_B,Store_1,12.39,0,239,105
2022-02-11,Product_B,Store_1,13.78,0,105,116
2022-02-12,Product_B,Store_1,27.87,0,223,130
2022-02-13,Product_B,Store_1,28.39,1,72,178
2022-02-14,Product_B,Store_1,19.69,0,121,129
2022-02-15,Product_B,Store_1,12.63,0,103,133
2022-02-16,Product_B,Store_1,22.28,1,96,150
2022-02-17,Product_B,Store_1,15.05,0,96,117
2022-02-18,Product_B,Store_1,9.09,0,47,121
2022-02-19,Product_B,Store_1,24.66,0,224,130
2022-02-20,Product_B,Store_1,9.59,0,52,136
2022-02-21,Product_B,Store_1,11.23,0,209,123
2022-02-22,Product_B,Store_1,17.83,1,22,156
2022-02-23,Product_B,Store_1,15.92,0,227,139
2022-02-24,Product_B,Store_1,23.21,0,113,121
2022-02-25,Product_B,Store_1,18.36,0,65,134
2022-02-26,Product_B,Store_1,15.78,0,107,134
2022-02-27,Product_B,Store_1,19.19,0,52,128
2022-02-28,Product_B,Store_1,17.45,1,108,147
2022-03-01,Product_B,Store_1,15.67,0,150,132
2022-03-02,Product_B,Store_1,18.02,0,29,122
2022-03-03,Product_B,Store_1,8.85,0,46,133
2022-03-04,Product_B,Store_1,16.29,0,246,118
2022-03-05,Product_B,Store_1,22.87,0,184,152
2022-03-06,Product_B,Store_1,8.46,0,163,155
2022-03-07,Product_B,Store_1,9.61,0,83,133
2022-03-08,Product_B,Store_1,26.89,0,160,116
2022-03-09,Product_B,Store_1,8.88,0,129,136
2022-03-10,Product_B,Store_1,14.25,0,167,130
2022-03-11,Product_B,Store_1,26.39,0,165,116
2022-03-12,Product_B,Store_1,21.0,1,30,193
2022-03-13,Product_B,Store_1,23.14,0,115,147
2022-03-14,Product_B,Store_1,26.25,0,124,124
2022-03-15,Product_B,Store_1,14.0,1,113,157
2022-03-16,Product_B,Store_1,16.89,0,108,148
2022-03-17,Product_B,Store_1,14.24,1,227,154
2022-03-18,Product_B,Store_1,16.54,0,149,106
2022-03-19,Product_B,Store_1,19.48,0,91,135
2022-03-20,Product_B,Store_1,13.67,0,135,140
2022-03-21,Product_B,Store_1,22.26,0,171,127
2022-03-22,Product_B,Store_1,9.89,0,207,111
2022-03-23,Product_B,Store_1,17.95,0,114,136
2022-03-24,Product_B,Store_1,8.2,0,72,131
2022-03-25,Product_B,Store_1,12.21,1,98,153
2022-03-26,Product_B,Store_1,23.93,0,56,147
2022-03-27,Product_B,Store_1,11.49,1,120,176
2022-03-28,Product_B,Store_1,25.0,1,187,143
2022-03-29,Product_B,Store_1,20.85,0,237,130
2022-03-30,Product_B,Store_1,11.79,0,229,127
2022-03-31,Product_B,Store_1,20.19,0,49,119
2022-04-01,Product_B,Store_1,22.44,0,40,136
2022-04-02,Product_B,Store_1,28.54,0,182,149
2022-04-03,Product_B,Store_1,21.59,0,199,139
2022-04-04,Product_B,Store_1,29.17,0,137,112
2022-04-05,Product_B,Store_1,18.16,0,92,128
2022-04-06,Product_B,Store_1,9.54,0,229,140
2022-04-07,Product_B,Store_1,10.9,0,97,143
2022-04-08,Product_B,Store_1,27.91,0,62,141
2022-04-09,Product_B,Store_1,10.22,1,192,175
2022-04-10,Product_B,Store_1,12.63,1,176,190
2022-04-11,Product_B,Store_1,18.37,0,21,98
2022-04-12,Product_B,Store_1,21.31,0,118,108
2022-04-13,Product_B,Store_1,25.88,0,215,113
2022-04-14,Product_B,Store_1,28.51,0,133,127
2022-04-15,Product_B,Store_1,18.8,0,242,124
2022-04-16,Product_B,Store_1,17.25,0,235,146
2022-04-17,Product_B,Store_1,11.24,1,119,184
2022-04-18,Product_B,Store_1,23.72,0,90,109
2022-04-19,Product_B,Store_1,14.65,1,105,155
2022-04-20,Product_B,Store_1,26.91,0,23,122
2022-04-21,Product_B,Store_1,24.82,0,29,118
2022-04-22,Product_B,Store_1,16.09,0,150,127
2022-04-23,Product_B,Store_1,26.03,0,83,133
2022-04-24,Product_B,Store_1,19.7,0,174,160
2022-04-25,Product_B,Store_1,11.58,0,139,134
2022-04-26,Product_B,Store_1,26.33,0,129,129
2022-04-27,Product_B,Store_1,29.61,1,237,140
2022-04-28,Product_B,Store_1,25.28,0,222,119
2022-04-29,Product_B,Store_1,15.81,0,88,122
2022-04-30,Product_B,Store_1,22.11,0,218,116
2022-05-01,Product_B,Store_1,10.08,0,20,136
2022-05-02,Product_B,Store_1,20.55,1,173,184
2022-05-03,Product_B,Store_1,19.09,0,196,112
2022-05-04,Product_B,Store_1,15.5,1,235,149
2022-05-05,Product_B,Store_1,20.93,0,150,126
2022-05-06,Product_B,Store_1,29.26,0,92,118
2022-05-07,Product_B,Store_1,9.58,0,197,153
2022-05-08,Product_B,Store_1,16.85,0,56,127
2022-05-09,Product_B,Store_1,8.12,1,43,150
2022-05-10,Product_B,Store_1,22.41,1,84,167
2022-05-11,Product_B,Store_1,18.61,0,80,125
2022-05-12,Product_B,Store_1,24.34,0,80,106
2022-05-13,Product_B,Store_1,20.18,0,246,124
2022-05-14,Product_B,Store_1,13.15,0,154,128
2022-05-15,Product_B,Store_1,16.72,1,73,188
2022-05-16,Product_B,Store_1,19.28,0,177,122
2022-05-17,Product_B,Store_1,28.69,0,56,140
2022-05-18,Product_B,Store_1,18.92,0,99,118
2022-05-19,Product_B,Store_1,23.77,1,138,166
2022-05-20,Product_B,Store_1,17.98,1,119,173
2022-05-21,Product_B,Store_1,18.85,0,224,112
2022-05-22,Product_B,Store_1,27.82,0,21,131
2022-05-23,Product_B,Store_1,10.66,0,235,122
2022-05-24,Product_B,Store_1,20.95,0,156,111
2022-05-25,Product_B,Store_1,20.75,0,222,125
2022-05-26,Product_B,Store_1,29.47,0,180,124
2022-05-27,Product_B,Store_1,25.83,0,66,118
2022-05-28,Product_B,Store_1,11.57,0,142,134
2022-05-29,Product_B,Store_1,20.59,0,137,135
2022-05-30,Product_B,Store_1,19.29,0,22,114
